FIPS,County,Year,Population,Primary Point
19097,Jackson County,July 01 2008,19804,POINT (-90.5742294 42.1717426)
19115,Louisa County,April 01 1990,11592,POINT (-91.2596184 41.2185073)
19039,Clarke County,July 01 1996,8486,POINT (-93.78515790000002 41.0290323)
19073,Greene County,July 01 2015,8944,POINT (-94.3968356 42.0362394)
19167,Sioux County,April 01 2000,31589,POINT (-96.1778827 43.0826174)
19179,Wapello County,July 01 2007,35344,POINT (-92.4094499 41.03058450000001)
19177,Van Buren County,July 01 2018,7013,POINT (-91.9499871 40.7532294)
19157,Poweshiek County,July 01 2019,18504,POINT (-92.53146840000001 41.6864422)
19099,Jasper County,July 01 2017,36995,POINT (-93.053765 41.6860394)
19101,Jefferson County,July 01 1998,16628,POINT (-91.9488774 41.0317596)
19111,Lee County,July 01 2017,34216,POINT (-91.479264 40.6419764)
19171,Tama County,July 01 2007,17670,POINT (-92.5325425 42.07981170000001)
19101,Jefferson County,April 01 2010,16843,POINT (-91.9488774 41.0317596)
19137,Montgomery County,July 01 2019,9917,POINT (-95.1563758 41.03014)
19031,Cedar County,July 01 2004,18030,POINT (-91.1324125 41.7723207)
19045,Clinton County,July 01 1996,51270,POINT (-90.5319724 41.8980358)
19057,Des Moines County,July 01 2001,41917,POINT (-91.1814707 40.9231829)
19137,Montgomery County,July 01 2002,11300,POINT (-95.1563758 41.03014)
19059,Dickinson County,July 01 2005,16608,POINT (-95.1508301 43.3779848)
19043,Clayton County,July 01 2019,17549,POINT (-91.34143280000002 42.8447493)
19189,Winnebago County,July 01 1991,12131,POINT (-93.7341955 43.37756780000001)
19071,Fremont County,July 01 2018,6981,POINT (-95.6046765 40.7455892)
19127,Marshall County,July 01 2002,39033,POINT (-92.9987706 42.0358499)
19061,Dubuque County,July 01 2002,89218,POINT (-90.8824564 42.468832)
19153,Polk County,July 01 2018,485833,POINT (-93.5735335 41.6855048)
19015,Boone County,July 01 1993,25259,POINT (-93.931671 42.0365493)
19049,Dallas County,July 01 2007,57278,POINT (-94.0397374 41.6848862)
19005,Allamakee County,July 01 1993,14123,POINT (-91.3780923 43.2842838)
19177,Van Buren County,July 01 2012,7449,POINT (-91.9499871 40.7532294)
19087,Henry County,July 01 2006,20095,POINT (-91.5445241 40.9879383)
19021,Buena Vista County,July 01 2016,20325,POINT (-95.15114900000002 42.7354936)
19085,Harrison County,July 01 2009,15328,POINT (-95.8169209 41.6828528)
19125,Marion County,April 01 1990,30001,POINT (-93.0994367 41.3344515)
19099,Jasper County,July 01 2001,37266,POINT (-93.053765 41.6860394)
19161,Sac County,July 01 2007,10294,POINT (-95.1053946 42.3862604)
19187,Webster County,July 01 2018,36339,POINT (-94.18178810000002 42.4279662)
19009,Audubon County,July 01 2019,5496,POINT (-94.9058222 41.6845893)
19195,Worth County,April 01 1990,7991,POINT (-93.2608476 43.3773984)
19119,Lyon County,July 01 2014,11703,POINT (-96.2102924 43.380497)
19085,Harrison County,July 01 1995,14993,POINT (-95.8169209 41.6828528)
19175,Union County,July 01 2017,12459,POINT (-94.2423792 41.0277304)
19143,Osceola County,July 01 1991,7285,POINT (-95.6236852 43.3785704)
19067,Floyd County,April 01 2010,16303,POINT (-92.78900330000002 43.0599208)
19107,Keokuk County,July 01 2019,10246,POINT (-92.1786426 41.336465)
19025,Calhoun County,April 01 2000,11115,POINT (-94.6404136 42.385184800000005)
19047,Crawford County,July 01 1995,16715,POINT (-95.3819678 42.0372125)
19023,Butler County,July 01 2001,15005,POINT (-92.7901934 42.7315661)
19183,Washington County,July 01 2009,21258,POINT (-91.7178676 41.335591)
19165,Shelby County,July 01 2014,11878,POINT (-95.31021130000002 41.6850926)
19063,Emmet County,July 01 1997,11338,POINT (-94.6784803 43.37802250000001)
19105,Jones County,July 01 2016,20392,POINT (-91.1314352 42.1212397)
19191,Winneshiek County,July 01 2008,20711,POINT (-91.8437074 43.2906746)
19131,Mitchell County,July 01 2006,10807,POINT (-92.7890315 43.3564124)
19165,Shelby County,July 01 1999,13256,POINT (-95.31021130000002 41.6850926)
19045,Clinton County,April 01 2000,50149,POINT (-90.5319724 41.8980358)
19151,Pocahontas County,July 01 2013,7112,POINT (-94.67874660000001 42.73413510000001)
19109,Kossuth County,July 01 1994,17983,POINT (-94.2067199 43.20413)
19009,Audubon County,July 01 2015,5711,POINT (-94.9058222 41.6845893)
19019,Buchanan County,July 01 2011,20911,POINT (-91.8378392 42.4707777)
19145,Page County,July 01 2009,15260,POINT (-95.1501747 40.7391444)
19131,Mitchell County,April 01 2010,10776,POINT (-92.7890315 43.3564124)
19009,Audubon County,July 01 2009,6032,POINT (-94.9058222 41.6845893)
19093,Ida County,July 01 2018,6846,POINT (-95.5134962 42.3868747)
19119,Lyon County,April 01 1990,11952,POINT (-96.2102924 43.380497)
19197,Wright County,July 01 1996,14674,POINT (-93.7351465 42.7331189)
19037,Chickasaw County,July 01 1993,13218,POINT (-92.3176637 43.06004140000001)
19055,Delaware County,July 01 2006,17560,POINT (-91.3673502 42.471211)
19093,Ida County,July 01 2001,7662,POINT (-95.5134962 42.3868747)
19169,Story County,July 01 1995,75899,POINT (-93.4650448 42.0362415)
19053,Decatur County,July 01 2009,8231,POINT (-93.7862815 40.7376827)
19029,Cass County,July 01 2019,12836,POINT (-94.9278266 41.3314876)
19047,Crawford County,July 01 2017,17076,POINT (-95.3819678 42.0372125)
19155,Pottawattamie County,July 01 2003,88055,POINT (-95.5423935 41.3366123)
19009,Audubon County,July 01 1997,6920,POINT (-94.9058222 41.6845893)
19195,Worth County,July 01 1999,7926,POINT (-93.2608476 43.3773984)
19049,Dallas County,July 01 1992,30578,POINT (-94.0397374 41.6848862)
19021,Buena Vista County,July 01 1993,20299,POINT (-95.15114900000002 42.7354936)
19197,Wright County,July 01 2018,12690,POINT (-93.7351465 42.7331189)
19113,Linn County,July 01 2018,225763,POINT (-91.5989646 42.0789478)
19067,Floyd County,July 01 2001,16618,POINT (-92.78900330000002 43.0599208)
19181,Warren County,July 01 2007,44292,POINT (-93.5613594 41.3343735)
19179,Wapello County,July 01 2019,34969,POINT (-92.4094499 41.03058450000001)
19115,Louisa County,July 01 2007,11768,POINT (-91.2596184 41.2185073)
19197,Wright County,April 01 2010,13229,POINT (-93.7351465 42.7331189)
19133,Monona County,July 01 1991,10003,POINT (-95.9599235 42.0516663)
19183,Washington County,July 01 2004,21011,POINT (-91.7178676 41.335591)
19191,Winneshiek County,July 01 2003,20896,POINT (-91.8437074 43.2906746)
19067,Floyd County,July 01 2013,16023,POINT (-92.78900330000002 43.0599208)
19097,Jackson County,July 01 2006,19988,POINT (-90.5742294 42.1717426)
19185,Wayne County,July 01 1994,7043,POINT (-93.3273639 40.73947020000001)
19069,Franklin County,July 01 1998,10921,POINT (-93.262473 42.7325458)
19091,Humboldt County,July 01 1993,10586,POINT (-94.2071868 42.7764686)
19053,Decatur County,July 01 1994,8163,POINT (-93.7862815 40.7376827)
19033,Cerro Gordo County,July 01 2012,43699,POINT (-93.2608184 43.081557700000005)
19059,Dickinson County,July 01 1991,14935,POINT (-95.1508301 43.3779848)
19141,O'Brien County,July 01 2013,14045,POINT (-95.6248784 43.0837527)
19049,Dallas County,July 01 2005,51779,POINT (-94.0397374 41.6848862)
19165,Shelby County,July 01 2004,12647,POINT (-95.31021130000002 41.6850926)
19141,O'Brien County,July 01 2002,14681,POINT (-95.6248784 43.0837527)
19075,Grundy County,July 01 2012,12437,POINT (-92.7914177 42.4018651)
19151,Pocahontas County,July 01 2007,7614,POINT (-94.67874660000001 42.73413510000001)
19075,Grundy County,July 01 2016,12286,POINT (-92.7914177 42.4018651)
19097,Jackson County,July 01 2013,19517,POINT (-90.5742294 42.1717426)
19075,Grundy County,July 01 2009,12177,POINT (-92.7914177 42.4018651)
19179,Wapello County,July 01 1991,35733,POINT (-92.4094499 41.03058450000001)
19121,Madison County,July 01 2006,15196,POINT (-94.01556190000001 41.33071420000001)
19089,Howard County,July 01 2001,9869,POINT (-92.3171989 43.3567673)
19063,Emmet County,July 01 2012,9944,POINT (-94.6784803 43.37802250000001)
19021,Buena Vista County,July 01 2008,19491,POINT (-95.15114900000002 42.7354936)
19113,Linn County,July 01 1996,181874,POINT (-91.5989646 42.0789478)
19141,O'Brien County,July 01 2017,13774,POINT (-95.6248784 43.0837527)
19145,Page County,July 01 1998,17374,POINT (-95.1501747 40.7391444)
19031,Cedar County,July 01 2015,18254,POINT (-91.1324125 41.7723207)
19011,Benton County,July 01 1994,23223,POINT (-92.0656912 42.0801864)
19019,Buchanan County,July 01 2012,20994,POINT (-91.8378392 42.4707777)
19119,Lyon County,July 01 1999,11863,POINT (-96.2102924 43.380497)
19063,Emmet County,July 01 2011,10089,POINT (-94.6784803 43.37802250000001)
19101,Jefferson County,April 01 2000,16181,POINT (-91.9488774 41.0317596)
19139,Muscatine County,April 01 2000,41722,POINT (-91.1127562 41.4839221)
19057,Des Moines County,July 01 2013,40395,POINT (-91.1814707 40.9231829)
19097,Jackson County,July 01 2019,19439,POINT (-90.5742294 42.1717426)
19131,Mitchell County,July 01 2013,10669,POINT (-92.7890315 43.3564124)
19157,Poweshiek County,July 01 2005,18625,POINT (-92.53146840000001 41.6864422)
19129,Mills County,July 01 1999,14265,POINT (-95.62132670000001 41.0334523)
19037,Chickasaw County,July 01 1998,13272,POINT (-92.3176637 43.06004140000001)
19085,Harrison County,July 01 1994,14895,POINT (-95.8169209 41.6828528)
19097,Jackson County,July 01 2012,19685,POINT (-90.5742294 42.1717426)
19145,Page County,July 01 2003,16166,POINT (-95.1501747 40.7391444)
19139,Muscatine County,July 01 2016,42968,POINT (-91.1127562 41.4839221)
19187,Webster County,July 01 1996,39698,POINT (-94.18178810000002 42.4279662)
19183,Washington County,April 01 2010,21704,POINT (-91.7178676 41.335591)
19169,Story County,July 01 2016,96893,POINT (-93.4650448 42.0362415)
19007,Appanoose County,July 01 2018,12401,POINT (-92.8686104 40.7431635)
19173,Taylor County,July 01 2004,6677,POINT (-94.6964148 40.73743240000001)
19041,Clay County,July 01 2018,16106,POINT (-95.1509194 43.0825804)
19181,Warren County,July 01 1997,39180,POINT (-93.5613594 41.3343735)
19077,Guthrie County,July 01 2001,11220,POINT (-94.501055 41.6837548)
19073,Greene County,July 01 2019,8888,POINT (-94.3968356 42.0362394)
19111,Lee County,July 01 1998,38720,POINT (-91.479264 40.6419764)
19037,Chickasaw County,April 01 2010,12439,POINT (-92.3176637 43.06004140000001)
19127,Marshall County,July 01 2006,38877,POINT (-92.9987706 42.0358499)
19035,Cherokee County,July 01 2016,11394,POINT (-95.6238055 42.7356226)
19159,Ringgold County,April 01 2000,5469,POINT (-94.2439719 40.7352023)
19165,Shelby County,July 01 1996,13232,POINT (-95.31021130000002 41.6850926)
19135,Monroe County,July 01 2014,7958,POINT (-92.8689877 41.0297826)
19133,Monona County,July 01 1996,10059,POINT (-95.9599235 42.0516663)
19059,Dickinson County,July 01 1998,16076,POINT (-95.1508301 43.3779848)
19125,Marion County,July 01 2003,32277,POINT (-93.0994367 41.3344515)
19069,Franklin County,July 01 2009,10540,POINT (-93.262473 42.7325458)
19069,Franklin County,July 01 2017,10160,POINT (-93.262473 42.7325458)
19097,Jackson County,July 01 1991,19909,POINT (-90.5742294 42.1717426)
19081,Hancock County,July 01 2003,11771,POINT (-93.7342723 43.0818861)
19139,Muscatine County,July 01 1995,41246,POINT (-91.1127562 41.4839221)
19041,Clay County,July 01 2016,16295,POINT (-95.1509194 43.0825804)
19173,Taylor County,July 01 1991,7103,POINT (-94.6964148 40.73743240000001)
19097,Jackson County,July 01 1993,20106,POINT (-90.5742294 42.1717426)
19051,Davis County,July 01 2007,8575,POINT (-92.4097173 40.7476891)
19177,Van Buren County,July 01 2011,7513,POINT (-91.9499871 40.7532294)
19191,Winneshiek County,July 01 2012,21041,POINT (-91.8437074 43.2906746)
19191,Winneshiek County,July 01 2011,21051,POINT (-91.8437074 43.2906746)
19013,Black Hawk County,July 01 2013,132933,POINT (-92.3088197 42.4700957)
19027,Carroll County,July 01 2014,20499,POINT (-94.8605593 42.0362382)
19031,Cedar County,July 01 2009,18006,POINT (-91.1324125 41.7723207)
19147,Palo Alto County,July 01 2006,9438,POINT (-94.6781371 43.0820643)
19135,Monroe County,July 01 1991,8130,POINT (-92.8689877 41.0297826)
19089,Howard County,July 01 2006,9510,POINT (-92.3171989 43.3567673)
19039,Clarke County,July 01 2011,9317,POINT (-93.78515790000002 41.0290323)
19075,Grundy County,July 01 1998,12335,POINT (-92.7914177 42.4018651)
19167,Sioux County,July 01 2004,31866,POINT (-96.1778827 43.0826174)
19167,Sioux County,July 01 2018,34802,POINT (-96.1778827 43.0826174)
19163,Scott County,July 01 2009,166650,POINT (-90.6232428 41.6370978)
19163,Scott County,July 01 2018,172803,POINT (-90.6232428 41.6370978)
19027,Carroll County,July 01 2013,20541,POINT (-94.8605593 42.0362382)
19005,Allamakee County,April 01 1990,13855,POINT (-91.3780923 43.2842838)
19147,Palo Alto County,July 01 2012,9279,POINT (-94.6781371 43.0820643)
19191,Winneshiek County,July 01 1993,21051,POINT (-91.8437074 43.2906746)
19113,Linn County,July 01 2011,214207,POINT (-91.5989646 42.0789478)
19061,Dubuque County,July 01 2014,96481,POINT (-90.8824564 42.468832)
19159,Ringgold County,July 01 2015,4977,POINT (-94.2439719 40.7352023)
19031,Cedar County,July 01 1994,17551,POINT (-91.1324125 41.7723207)
19107,Keokuk County,July 01 1992,11617,POINT (-92.1786426 41.336465)
19115,Louisa County,July 01 2015,11285,POINT (-91.2596184 41.2185073)
19003,Adams County,July 01 1996,4578,POINT (-94.6991849 41.02898390000001)
19151,Pocahontas County,July 01 1998,8864,POINT (-94.67874660000001 42.73413510000001)
19149,Plymouth County,July 01 1991,23382,POINT (-96.2140431 42.7378346)
19095,Iowa County,July 01 1996,15136,POINT (-92.065524 41.6863229)
19111,Lee County,July 01 1991,38632,POINT (-91.479264 40.6419764)
19025,Calhoun County,July 01 2008,9851,POINT (-94.6404136 42.385184800000005)
19015,Boone County,July 01 2008,26186,POINT (-93.931671 42.0365493)
19065,Fayette County,July 01 2002,21424,POINT (-91.8443207 42.8625919)
19035,Cherokee County,July 01 2001,12835,POINT (-95.6238055 42.7356226)
19103,Johnson County,July 01 2018,150549,POINT (-91.5880849 41.6715511)
19039,Clarke County,April 01 2000,9133,POINT (-93.78515790000002 41.0290323)
19079,Hamilton County,July 01 2018,14886,POINT (-93.7068085 42.3837722)
19163,Scott County,July 01 1999,157754,POINT (-90.6232428 41.6370978)
19019,Buchanan County,July 01 1996,21141,POINT (-91.8378392 42.4707777)
19049,Dallas County,April 01 2010,66135,POINT (-94.0397374 41.6848862)
19175,Union County,July 01 1995,12352,POINT (-94.2423792 41.0277304)
19005,Allamakee County,July 01 2005,14419,POINT (-91.3780923 43.2842838)
19093,Ida County,April 01 2010,7089,POINT (-95.5134962 42.3868747)
19011,Benton County,July 01 2004,26493,POINT (-92.0656912 42.0801864)
19063,Emmet County,July 01 2002,10795,POINT (-94.6784803 43.37802250000001)
19185,Wayne County,July 01 2004,6501,POINT (-93.3273639 40.73947020000001)
19041,Clay County,July 01 1991,17654,POINT (-95.1509194 43.0825804)
19069,Franklin County,July 01 2016,10177,POINT (-93.262473 42.7325458)
19017,Bremer County,July 01 2001,23401,POINT (-92.31805480000001 42.7745873)
19111,Lee County,July 01 2014,35059,POINT (-91.479264 40.6419764)
19013,Black Hawk County,July 01 2009,129276,POINT (-92.3088197 42.4700957)
19125,Marion County,July 01 1994,30515,POINT (-93.0994367 41.3344515)
19183,Washington County,July 01 2017,22204,POINT (-91.7178676 41.335591)
19183,Washington County,July 01 1992,19827,POINT (-91.7178676 41.335591)
19153,Polk County,July 01 1993,339643,POINT (-93.5735335 41.6855048)
19103,Johnson County,July 01 2011,134086,POINT (-91.5880849 41.6715511)
19073,Greene County,July 01 2001,10142,POINT (-94.3968356 42.0362394)
19041,Clay County,July 01 2008,16617,POINT (-95.1509194 43.0825804)
19079,Hamilton County,July 01 1996,16468,POINT (-93.7068085 42.3837722)
19079,Hamilton County,July 01 1991,16049,POINT (-93.7068085 42.3837722)
19103,Johnson County,July 01 2015,144943,POINT (-91.5880849 41.6715511)
19081,Hancock County,July 01 2014,11040,POINT (-93.7342723 43.0818861)
19003,Adams County,July 01 1993,4687,POINT (-94.6991849 41.02898390000001)
19099,Jasper County,July 01 2005,37011,POINT (-93.053765 41.6860394)
19155,Pottawattamie County,July 01 2008,89986,POINT (-95.5423935 41.3366123)
19127,Marshall County,July 01 2019,39369,POINT (-92.9987706 42.0358499)
19147,Palo Alto County,July 01 2011,9354,POINT (-94.6781371 43.0820643)
19169,Story County,July 01 2012,92003,POINT (-93.4650448 42.0362415)
19037,Chickasaw County,July 01 2014,12252,POINT (-92.3176637 43.06004140000001)
19143,Osceola County,July 01 2014,6231,POINT (-95.6236852 43.3785704)
19147,Palo Alto County,July 01 2019,8886,POINT (-94.6781371 43.0820643)
19059,Dickinson County,April 01 2010,16667,POINT (-95.1508301 43.3779848)
19001,Adair County,July 01 1998,8310,POINT (-94.4709413 41.3307464)
19187,Webster County,July 01 1991,40345,POINT (-94.18178810000002 42.4279662)
19007,Appanoose County,July 01 2005,13315,POINT (-92.8686104 40.7431635)
19103,Johnson County,April 01 2000,111006,POINT (-91.5880849 41.6715511)
19171,Tama County,July 01 2019,16854,POINT (-92.5325425 42.07981170000001)
19149,Plymouth County,July 01 2001,24745,POINT (-96.2140431 42.7378346)
19169,Story County,July 01 1999,78221,POINT (-93.4650448 42.0362415)
19005,Allamakee County,July 01 2011,14222,POINT (-91.3780923 43.2842838)
19017,Bremer County,July 01 2014,24670,POINT (-92.31805480000001 42.7745873)
19001,Adair County,July 01 2015,7145,POINT (-94.4709413 41.3307464)
19029,Cass County,July 01 2018,12948,POINT (-94.9278266 41.3314876)
19057,Des Moines County,July 01 1998,42620,POINT (-91.1814707 40.9231829)
19049,Dallas County,July 01 2018,89953,POINT (-94.0397374 41.6848862)
19029,Cass County,April 01 2000,14684,POINT (-94.9278266 41.3314876)
19011,Benton County,July 01 2009,26734,POINT (-92.0656912 42.0801864)
19005,Allamakee County,July 01 2008,14416,POINT (-91.3780923 43.2842838)
19091,Humboldt County,July 01 2004,9935,POINT (-94.2071868 42.7764686)
19037,Chickasaw County,July 01 2008,12071,POINT (-92.3176637 43.06004140000001)
19023,Butler County,July 01 2005,14712,POINT (-92.7901934 42.7315661)
19025,Calhoun County,July 01 1996,11473,POINT (-94.6404136 42.385184800000005)
19083,Hardin County,July 01 2019,16846,POINT (-93.2404025 42.3838803)
19047,Crawford County,July 01 2014,17168,POINT (-95.3819678 42.0372125)
19123,Mahaska County,April 01 2010,22381,POINT (-92.6409094 41.3352035)
19043,Clayton County,July 01 2003,18107,POINT (-91.34143280000002 42.8447493)
19051,Davis County,April 01 2000,8541,POINT (-92.4097173 40.7476891)
19149,Plymouth County,July 01 2016,25180,POINT (-96.2140431 42.7378346)
19177,Van Buren County,July 01 2007,7676,POINT (-91.9499871 40.7532294)
19021,Buena Vista County,July 01 1997,20506,POINT (-95.15114900000002 42.7354936)
19067,Floyd County,July 01 1997,17028,POINT (-92.78900330000002 43.0599208)
19129,Mills County,July 01 2004,14695,POINT (-95.62132670000001 41.0334523)
19173,Taylor County,July 01 2014,6175,POINT (-94.6964148 40.73743240000001)
19145,Page County,April 01 1990,16870,POINT (-95.1501747 40.7391444)
19093,Ida County,July 01 1999,7928,POINT (-95.5134962 42.3868747)
19107,Keokuk County,July 01 2013,10337,POINT (-92.1786426 41.336465)
19131,Mitchell County,July 01 1998,10941,POINT (-92.7890315 43.3564124)
19041,Clay County,July 01 2012,16539,POINT (-95.1509194 43.0825804)
19005,Allamakee County,July 01 2016,13851,POINT (-91.3780923 43.2842838)
19173,Taylor County,April 01 2010,6317,POINT (-94.6964148 40.73743240000001)
19171,Tama County,July 01 1996,17951,POINT (-92.5325425 42.07981170000001)
19119,Lyon County,July 01 2003,11559,POINT (-96.2102924 43.380497)
19107,Keokuk County,July 01 2007,10724,POINT (-92.1786426 41.336465)
19047,Crawford County,July 01 2008,16399,POINT (-95.3819678 42.0372125)
19171,Tama County,July 01 2013,17430,POINT (-92.5325425 42.07981170000001)
19167,Sioux County,July 01 2011,34016,POINT (-96.1778827 43.0826174)
19015,Boone County,July 01 2017,26443,POINT (-93.931671 42.0365493)
19011,Benton County,July 01 2012,25830,POINT (-92.0656912 42.0801864)
19121,Madison County,July 01 2002,14315,POINT (-94.01556190000001 41.33071420000001)
19161,Sac County,July 01 1997,11968,POINT (-95.1053946 42.3862604)
19077,Guthrie County,July 01 1993,11125,POINT (-94.501055 41.6837548)
19027,Carroll County,July 01 2002,21138,POINT (-94.8605593 42.0362382)
19039,Clarke County,July 01 1993,8496,POINT (-93.78515790000002 41.0290323)
19151,Pocahontas County,July 01 2003,8143,POINT (-94.67874660000001 42.73413510000001)
19089,Howard County,July 01 2009,9410,POINT (-92.3171989 43.3567673)
19167,Sioux County,July 01 1991,29927,POINT (-96.1778827 43.0826174)
19063,Emmet County,July 01 2019,9208,POINT (-94.6784803 43.37802250000001)
19083,Hardin County,July 01 2011,17375,POINT (-93.2404025 42.3838803)
19033,Cerro Gordo County,July 01 2011,43971,POINT (-93.2608184 43.081557700000005)
19083,Hardin County,July 01 2002,18419,POINT (-93.2404025 42.3838803)
19069,Franklin County,July 01 1994,11252,POINT (-93.262473 42.7325458)
19105,Jones County,July 01 2012,20601,POINT (-91.1314352 42.1212397)
19035,Cherokee County,July 01 1996,13635,POINT (-95.6238055 42.7356226)
19189,Winnebago County,July 01 2003,11303,POINT (-93.7341955 43.37756780000001)
19035,Cherokee County,July 01 2013,11874,POINT (-95.6238055 42.7356226)
19113,Linn County,April 01 2010,211226,POINT (-91.5989646 42.0789478)
19131,Mitchell County,July 01 1999,10863,POINT (-92.7890315 43.3564124)
19077,Guthrie County,July 01 2013,10671,POINT (-94.501055 41.6837548)
19133,Monona County,July 01 2017,8724,POINT (-95.9599235 42.0516663)
19055,Delaware County,July 01 1999,18487,POINT (-91.3673502 42.471211)
19039,Clarke County,July 01 2015,9219,POINT (-93.78515790000002 41.0290323)
19145,Page County,July 01 1994,16652,POINT (-95.1501747 40.7391444)
19145,Page County,July 01 1992,16861,POINT (-95.1501747 40.7391444)
19093,Ida County,July 01 2019,6860,POINT (-95.5134962 42.3868747)
19099,Jasper County,July 01 2016,36736,POINT (-93.053765 41.6860394)
19029,Cass County,April 01 2010,13956,POINT (-94.9278266 41.3314876)
19015,Boone County,July 01 2018,26312,POINT (-93.931671 42.0365493)
19053,Decatur County,July 01 2006,8372,POINT (-93.7862815 40.7376827)
19079,Hamilton County,April 01 2010,15673,POINT (-93.7068085 42.3837722)
19009,Audubon County,July 01 1992,7251,POINT (-94.9058222 41.6845893)
19105,Jones County,July 01 1995,20095,POINT (-91.1314352 42.1212397)
19071,Fremont County,July 01 2006,7549,POINT (-95.6046765 40.7455892)
19021,Buena Vista County,July 01 2004,19800,POINT (-95.15114900000002 42.7354936)
19117,Lucas County,July 01 1991,9059,POINT (-93.3277207 41.0293738)
19161,Sac County,July 01 2004,10717,POINT (-95.1053946 42.3862604)
19091,Humboldt County,July 01 2014,9636,POINT (-94.2071868 42.7764686)
19081,Hancock County,April 01 1990,12638,POINT (-93.7342723 43.0818861)
19029,Cass County,July 01 1997,15005,POINT (-94.9278266 41.3314876)
19111,Lee County,July 01 2006,35997,POINT (-91.479264 40.6419764)
19191,Winneshiek County,July 01 1998,21064,POINT (-91.8437074 43.2906746)
19047,Crawford County,April 01 2010,17096,POINT (-95.3819678 42.0372125)
19127,Marshall County,July 01 2011,41013,POINT (-92.9987706 42.0358499)
19119,Lyon County,July 01 2019,11755,POINT (-96.2102924 43.380497)
19089,Howard County,July 01 2011,9546,POINT (-92.3171989 43.3567673)
19081,Hancock County,July 01 2012,11175,POINT (-93.7342723 43.0818861)
19161,Sac County,July 01 2012,10161,POINT (-95.1053946 42.3862604)
19113,Linn County,July 01 2003,196706,POINT (-91.5989646 42.0789478)
19015,Boone County,July 01 2001,26210,POINT (-93.931671 42.0365493)
19195,Worth County,July 01 2013,7489,POINT (-93.2608476 43.3773984)
19031,Cedar County,April 01 1990,17444,POINT (-91.1324125 41.7723207)
19135,Monroe County,July 01 1998,8132,POINT (-92.8689877 41.0297826)
19099,Jasper County,July 01 2009,36257,POINT (-93.053765 41.6860394)
19021,Buena Vista County,July 01 2013,20649,POINT (-95.15114900000002 42.7354936)
19063,Emmet County,April 01 1990,11569,POINT (-94.6784803 43.37802250000001)
19165,Shelby County,July 01 1992,13318,POINT (-95.31021130000002 41.6850926)
19047,Crawford County,July 01 2011,17217,POINT (-95.3819678 42.0372125)
19075,Grundy County,July 01 2002,12303,POINT (-92.7914177 42.4018651)
19151,Pocahontas County,July 01 2002,8336,POINT (-94.67874660000001 42.73413510000001)
19177,Van Buren County,July 01 2004,7664,POINT (-91.9499871 40.7532294)
19051,Davis County,July 01 2013,8769,POINT (-92.4097173 40.7476891)
19085,Harrison County,July 01 2015,14139,POINT (-95.8169209 41.6828528)
19021,Buena Vista County,July 01 2017,20144,POINT (-95.15114900000002 42.7354936)
19045,Clinton County,July 01 1997,50793,POINT (-90.5319724 41.8980358)
19031,Cedar County,July 01 2005,17933,POINT (-91.1324125 41.7723207)
19173,Taylor County,July 01 1995,7048,POINT (-94.6964148 40.73743240000001)
19129,Mills County,April 01 1990,13202,POINT (-95.62132670000001 41.0334523)
19157,Poweshiek County,July 01 2008,18493,POINT (-92.53146840000001 41.6864422)
19195,Worth County,July 01 2007,7623,POINT (-93.2608476 43.3773984)
19019,Buchanan County,July 01 2014,21131,POINT (-91.8378392 42.4707777)
19167,Sioux County,July 01 2008,32064,POINT (-96.1778827 43.0826174)
19153,Polk County,July 01 2011,438737,POINT (-93.5735335 41.6855048)
19119,Lyon County,July 01 2015,11747,POINT (-96.2102924 43.380497)
19155,Pottawattamie County,July 01 2012,92916,POINT (-95.5423935 41.3366123)
19043,Clayton County,July 01 2002,18211,POINT (-91.34143280000002 42.8447493)
19083,Hardin County,July 01 2003,18213,POINT (-93.2404025 42.3838803)
19041,Clay County,April 01 2000,17372,POINT (-95.1509194 43.0825804)
19003,Adams County,July 01 2006,4141,POINT (-94.6991849 41.02898390000001)
19097,Jackson County,July 01 1997,20199,POINT (-90.5742294 42.1717426)
19093,Ida County,July 01 2017,6869,POINT (-95.5134962 42.3868747)
19095,Iowa County,April 01 2000,15671,POINT (-92.065524 41.6863229)
19109,Kossuth County,July 01 2007,15456,POINT (-94.2067199 43.20413)
19017,Bremer County,July 01 1998,23292,POINT (-92.31805480000001 42.7745873)
19083,Hardin County,July 01 2005,17768,POINT (-93.2404025 42.3838803)
19027,Carroll County,July 01 1992,21429,POINT (-94.8605593 42.0362382)
19027,Carroll County,July 01 2016,20388,POINT (-94.8605593 42.0362382)
19015,Boone County,July 01 1996,25456,POINT (-93.931671 42.0365493)
19123,Mahaska County,July 01 1999,22266,POINT (-92.6409094 41.3352035)
19111,Lee County,July 01 2012,35541,POINT (-91.479264 40.6419764)
19003,Adams County,April 01 2000,4482,POINT (-94.6991849 41.02898390000001)
19155,Pottawattamie County,July 01 1996,83973,POINT (-95.5423935 41.3366123)
19139,Muscatine County,July 01 2005,41952,POINT (-91.1127562 41.4839221)
19005,Allamakee County,July 01 2001,14343,POINT (-91.3780923 43.2842838)
19163,Scott County,July 01 1995,155740,POINT (-90.6232428 41.6370978)
19081,Hancock County,July 01 2008,11229,POINT (-93.7342723 43.0818861)
19095,Iowa County,July 01 2015,16282,POINT (-92.065524 41.6863229)
19159,Ringgold County,July 01 2003,5263,POINT (-94.2439719 40.7352023)
